epoch,temperature
1548359400,20.07
1548360000,20.07
1548360600,20.05
1548361200,20
1548361800,20.0
1548362400,20.0
1548363000,20.04
1548363600,20.06
1548364200,20
1548364800,19.97
1548365400,19.9
1548366000,19.9
1548366600,19.93
1548367200,19.99
1548367800,20
1548368400,19.96
1548369000,19.9
1548369600,19.88
1548370200,19.8
1548370800,19.8
1548371400,19.71
1548372000,19.67
1548372600,19.59
1548373200,19.5
1548373800,19.45
1548374400,19.4
1548375000,19.31
1548375600,19.2
1548376200,19.15
1548376800,19.1
1548377400,19.01
1548378000,18.96
1548378600,18.89
1548379200,18.84
1548379800,18.9
1548380400,18.9
1548381000,18.99
1548381600,19
1548382200,19.0
1548382800,19.0
1548383400,19.0
1548384000,19.0
1548384600,18.98
1548385200,18.91
1548385800,18.91
1548386400,18.9
1548387000,18.9
1548387600,18.9
1548388200,18.9
1548388800,18.9
1548389400,18.87
1548390000,18.8
1548390600,18.8
1548391200,18.8
1548391800,18.72
1548392400,18.6
1548393000,18.7
1548393600,19.13
1548394200,19.64
1548394800,20.03
1548395400,20.34
1548396000,20.4
1548396600,20.4
1548397200,20.35
1548397800,20.26
1548398400,20.16
1548399000,20.06
1548399600,19.97
1548400200,19.9
1548400800,19.99
1548401400,20.09
1548402000,20.1
1548402600,20.06
1548403200,20
1548403800,19.97
1548404400,19.99
1548405000,20.11
1548405600,20.2
1548406200,20.21
1548406800,20.19
1548407400,20.1
1548408000,20.02
1548408600,20.08
1548409200,20.19
1548409800,20.25
1548410400,20.21
1548411000,20.19
1548411600,20.1
1548412200,20.04
1548412800,20.08
1548413400,20.18
1548414000,20.21
1548414600,20.2
1548415200,20.2
1548415800,20.12
1548416400,20.08
1548417000,20.07
1548417600,20.1
1548418200,20.19
1548418800,20.21
1548419400,20.2
1548420000,20.2
1548420600,20.2
1548421200,20.2
1548421800,20.27
1548422400,20.37
1548423000,20.4
1548423600,20.49
1548424200,20.56
1548424800,20.68
1548425400,20.75
1548426000,20.8
1548426600,20.8
1548427200,20.76
1548427800,20.7
1548428400,20.68
1548429000,20.48
1548429600,20.35
1548430200,20.3
1548430800,20.27
1548431400,20.21
1548432000,20.2
1548432600,20.19
1548433200,20.1
1548433800,20.06
1548434400,20.03
1548435000,20
1548435600,19.92
1548436200,19.9
1548436800,19.85
1548437400,19.81
1548438000,19.8
1548438600,19.8
1548439200,19.8
1548439800,19.8
1548440400,19.8
1548441000,19.8
1548441600,19.8
1548442200,19.8
1548442800,19.8
1548443400,19.8
1548444000,19.82
1548444600,19.82
1548445200,19.82
1548445800,19.88
1548446400,19.9
1548447000,19.9
1548447600,19.9
1548448200,19.9
1548448800,19.9
1548449400,19.9
1548450000,19.85
1548450600,19.83
1548451200,19.84
1548451800,19.84
1548452400,19.82
1548453000,19.83
1548453600,19.82
1548454200,19.8
1548454800,19.82
1548455400,19.82
1548456000,19.86
1548456600,19.87
1548457200,19.87
1548457800,19.9
1548458400,19.9
1548459000,19.9
1548459600,19.9
1548460200,19.9
1548460800,19.83
1548461400,19.82
1548462000,19.86
1548462600,19.81
1548463200,19.8
1548463800,19.83
1548464400,19.84
1548465000,19.8
1548465600,19.89
1548466200,19.98
1548466800,20.02
1548467400,20.1
1548468000,20.1
1548468600,20.11
1548469200,20.14
1548469800,20.13
1548470400,20.12
1548471000,20.14
1548471600,20.2
1548472200,20.2
1548472800,20.2
1548473400,20.3
1548474000,20.3
1548474600,20.35
1548475200,20.39
1548475800,20.39
1548476400,20.29
1548477000,20.25
1548477600,20.3
1548478200,20.23
1548478800,20.14
1548479400,20.1
1548480000,20.1
1548480600,20.1
1548481200,20.1
1548481800,20.16
1548482400,20.18
1548483000,20.17
1548483600,20.12
1548484200,20.1
1548484800,20.1
1548485400,20.1
1548486000,20.07
1548486600,20.01
1548487200,20
1548487800,20.0
1548488400,20.06
1548489000,20.1
1548489600,20.1
1548490200,20.1
1548490800,20.1
1548491400,20.1
1548492000,20.1
1548492600,20.1
1548493200,20.1
1548493800,20.1
1548494400,20.1
1548495000,20.02
1548495600,20.08
1548496200,20.13
1548496800,20.2
1548497400,20.28
1548498000,20.3
1548498600,20.3
1548499200,20.3
1548499800,20.24
1548500400,20.2
1548501000,20.2
1548501600,20.2
1548502200,20.2
1548502800,20.24
1548503400,20.3
1548504000,20.3
1548504600,20.3
1548505200,20.3
1548505800,20.3
1548506400,20.32
1548507000,20.38
1548507600,20.4
1548508200,20.4
1548508800,20.45
1548509400,20.49
1548510000,20.53
1548510600,20.61
1548511200,20.67
1548511800,20.7
1548512400,20.64
1548513000,20.6
1548513600,20.5
1548514200,20.48
1548514800,20.4
1548515400,20.4
1548516000,20.32
1548516600,20.29
1548517200,20.25
1548517800,20.2
1548518400,20.2
1548519000,20.2
1548519600,20.2
1548520200,20.15
1548520800,20.1
1548521400,20.1
1548522000,20.1
1548522600,20.07
1548523200,20.01
1548523800,20
1548524400,20.0
1548525000,20.0
1548525600,20.0
1548526200,20.0
1548526800,20.01
1548527400,20.03
1548528000,20.06
1548528600,20.1
1548529200,20.1
1548529800,20.1
1548530400,20.06
1548531000,20
1548531600,20.0
1548532200,20.02
1548532800,20
1548533400,20.01
1548534000,20.01
1548534600,20.01
1548535200,20
1548535800,20.0
1548536400,20.0
1548537000,19.95
1548537600,19.9
1548538200,19.89
1548538800,19.9
1548539400,19.98
1548540000,20
1548540600,20.0
1548541200,19.98
1548541800,19.94
1548542400,19.9
1548543000,19.82
1548543600,19.8
1548544200,19.75
1548544800,19.7
1548545400,19.63
1548546000,19.58
1548546600,19.5
1548547200,19.45
1548547800,19.41
1548548400,19.3
1548549000,19.21
1548549600,19.2
1548550200,19.13
1548550800,19.1
1548551400,19
1548552000,18.93
1548552600,19
1548553200,19.11
1548553800,19.14
1548554400,19.11
1548555000,19.11
1548555600,19.11
1548556200,19.11
1548556800,19.09
1548557400,19.09
1548558000,19.11
1548558600,19.13
1548559200,19.1
1548559800,19.12
1548560400,19.08
1548561000,19.09
1548561600,19.09
1548562200,19.04
1548562800,19
1548563400,19.0
1548564000,18.99
1548564600,18.91
1548565200,18.8
1548565800,18.92
1548566400,19.31
1548567000,19.77
1548567600,20.17
1548568200,20.47
1548568800,20.6
1548569400,20.59
1548570000,20.5
1548570600,20.42
1548571200,20.34
1548571800,20.25
1548572400,20.2
1548573000,20.11
1548573600,20.11
1548574200,20.23
1548574800,20.3
1548576000,20.24
1548576600,20.2
1548577200,20.16
1548577800,20.19
1548578400,20.35
1548579000,20.41
1548579600,20.4
1548580200,20.4
1548580800,20.31
1548581400,20.28
1548582000,20.33
1548582600,20.46
1548583200,20.57
1548583800,20.58
1548584400,20.51
1548585000,20.43
1548585600,20.39
1548586200,20.32
1548586800,20.43
1548587400,20.55
1548588000,20.6
1548588600,20.6
1548589200,20.56
1548589800,20.5
1548590400,20.7
1548591000,20.95
1548591600,20.98
1548592200,20.89
1548592800,20.81
1548593400,20.79
1548594000,20.78
1548594600,20.7
1548595200,20.69
1548595800,20.65
1548596400,20.58
1548597000,20.58
1548597600,20.51
1548598200,20.5
1548598800,20.5
1548599400,20.5
1548600000,20.49
1548600600,20.5
1548601200,20.49
1548601800,20.49
1548602400,20.49
1548603000,20.4
1548603600,20.4
1548604200,20.4
1548604800,20.4
1548605400,20.53
1548606000,20.65
1548606600,20.57
1548607200,20.5
1548607800,20.59
1548608400,20.6
1548609000,20.74
1548609600,21.59
1548610200,22.14
1548610800,22.23
1548611400,22.21
1548612000,22.15
1548612600,22.1
1548613200,22.01
1548613800,21.95
1548614400,21.86
1548615000,21.75
1548615600,21.7
1548616200,21.6
1548616800,21.52
1548617400,21.5
1548618000,21.55
1548618600,21.6
1548619200,21.6
1548619800,21.56
1548620400,21.52
1548621000,21.58
1548621600,21.55
1548622200,21.5
1548622800,21.5
1548623400,21.45
1548624000,21.41
1548624600,21.34
1548625200,21.3
1548625800,21.29
1548626400,21.3
1548627000,21.3
1548627600,21.3
1548628200,21.28
1548628800,21.3
1548629400,21.3
1548630000,21.3
1548630600,21.3
1548631200,21.29
1548631800,21.21
1548632400,21.12
1548633000,21
1548633600,20.93
1548634200,20.82
1548634800,20.76
1548635400,20.66
1548636000,20.6
1548636600,20.61
1548637200,20.6
1548637800,20.6
1548638400,20.6
1548639000,20.6
1548639600,20.51
1548640200,20.5
1548640800,20.5
1548641400,20.5
1548642000,20.46
1548642600,20.47
1548643200,20.49
1548643800,20.47
1548644400,20.41
1548645000,20.4
1548645600,20.4
1548646200,20.4
1548646800,20.4
1548647400,20.35
1548648000,20.3
1548648600,20.3
1548649200,20.3
1548649800,20.3
1548650400,20.3
1548651000,20.21
1548651600,20.2
1548652200,20.26
1548652800,20.7
1548653400,21.21
1548654000,21.68
1548654600,22.11
1548655200,22.35
1548655800,22.46
1548656400,22.46
1548657000,22.39
1548657600,22.3
1548658200,22.28
1548658800,22.41
1548659400,22.65
1548660000,22.78
1548660600,22.83
1548661200,22.8
1548661800,22.79
1548662400,22.7
1548663000,22.6
1548663600,22.6
1548664200,22.63
1548664800,22.77
1548665400,22.83
1548666000,22.9
1548666600,22.97
1548667200,22.99
1548667800,23.01
1548668400,22.97
1548669000,22.79
1548669600,22.66
1548670200,22.53
1548670800,22.43
1548671400,22.42
1548672000,22.53
1548672600,22.6
1548673200,22.66
1548673800,22.55
1548674400,22.34
1548675000,22.19
1548675600,22.25
1548676200,22.54
1548676800,22.69
1548677400,22.43
1548678000,22.4
1548678600,22.4
1548679200,22.42
1548679800,22.55
1548680400,22.67
1548681000,22.77
1548681600,22.72
1548682200,22.65
1548682800,22.54
1548683400,22.5
1548684000,22.53
1548684600,22.6
1548685200,22.7
1548685800,22.7
1548686400,22.6
1548687000,22.51
1548687600,22.43
1548688200,22.4
1548688800,22.4
1548689400,22.4
1548690000,22.44
1548690600,22.5
1548691200,22.5
1548691800,22.46
1548692400,22.4
1548693000,22.33
1548693600,22.28
1548694200,22.2
1548694800,22.23
1548695400,22.3
1548696000,22.31
1548696600,22.39
1548697200,22.4
1548697800,22.4
1548698400,22.35
1548699000,22.3
1548699600,22.3
1548700200,22.25
1548700800,22.22
1548701400,22.21
1548702000,22.21
1548702600,22.2
1548703200,22.2
1548703800,22.2
1548704400,22.2
1548705000,22.21
1548705600,22.24
1548706200,22.3
1548706800,22.32
1548707400,22.32
1548708000,22.43
1548708600,22.6
1548709200,22.66
1548709800,22.58
1548710400,22.47
1548711000,22.35
1548711600,22.3
1548712200,22.23
1548712800,22.18
1548713400,22.09
1548714000,22.02
1548714600,21.97
1548715200,21.9
1548715800,21.81
1548716400,21.79
1548717000,21.74
1548717600,21.7
1548718200,21.76
1548718800,21.7
1548719400,21.55
